,P3 7p
4BT+9TT+Br+H,-0.0
5BT+5TT+H+Phenyl,0.006178902936327119
5BT+5TT+Br+H,0.0
6BT+1TT+H+Phenyl,0.0
3BT+13TT+Methyl+Phenyl,0.0
6BT+1TT+Br+H,8.760023998389333e-05
3BT+13TT+Br+Methyl,0.0
3BT+12TT+Stannyl+Phenyl,0.0
4BT+9TT+Methyl+Phenyl,0.00014409422229840518
3BT+12TT+Stannyl+Br,0.0
4BT+9TT+Br+Methyl,0.0
4BT+8TT+Stannyl+Phenyl,0.0
5BT+5TT+Methyl+Phenyl,0.007357516565564172
4BT+8TT+Stannyl+Br,0.0
5BT+5TT+Br+Methyl,0.0
5BT+4TT+Stannyl+Phenyl,0.0
6BT+1TT+Methyl+Phenyl,0.0
5BT+4TT+Stannyl+Br,-0.0
6BT+1TT+Br+Methyl,0.0
6BT+0TT+Stannyl+Phenyl,0.0
6BT+0TT+Stannyl+Br,0.0
4BT+10TT+2H,-0.0
5BT+6TT+2H,0.01636075922150386
6BT+2TT+2H,0.0
3BT+13TT+2Phenyl,0.0
3BT+13TT+Br+Phenyl,0.0
3BT+13TT+2Br,-0.0
3BT+13TT+Stannyl+H,0.0
4BT+10TT+H+Methyl,0.0
4BT+9TT+2Phenyl,0.0
4BT+9TT+Br+Phenyl,-0.0
4BT+9TT+2Br,-0.0
4BT+9TT+Stannyl+H,-0.0
5BT+6TT+H+Methyl,0.040237109290155885
5BT+5TT+2Phenyl,0.0
5BT+5TT+Br+Phenyl,0.005605964503727881
5BT+5TT+2Br,0.0
5BT+5TT+Stannyl+H,0.0
6BT+2TT+H+Methyl,-0.0
6BT+1TT+2Phenyl,0.0
6BT+1TT+Br+Phenyl,0.0
6BT+1TT+2Br,0.0
6BT+1TT+Stannyl+H,0.0
3BT+13TT+Stannyl+Methyl,0.0010979235254087475
4BT+10TT+2Methyl,0.0
4BT+9TT+Stannyl+Methyl,0.0
5BT+6TT+2Methyl,0.030583933176797452
3BT+12TT+2Stannyl,0.0008388039007954232
5BT+5TT+Stannyl+Methyl,0.0
6BT+2TT+2Methyl,-0.0
4BT+8TT+2Stannyl,0.0003636098362813262
6BT+1TT+Stannyl+Methyl,0.0018455935436479118
5BT+4TT+2Stannyl,0.002978193456062484
6BT+0TT+2Stannyl,0.0
4BT+10TT+H+Phenyl,-0.0
4BT+10TT+Br+H,-0.0
5BT+6TT+H+Phenyl,0.005531164847358073
5BT+6TT+Br+H,0.0
6BT+2TT+H+Phenyl,0.0
6BT+2TT+Br+H,0.0
3BT+13TT+Stannyl+Phenyl,0.0
4BT+10TT+Methyl+Phenyl,0.0
3BT+13TT+Stannyl+Br,0.0
4BT+10TT+Br+Methyl,0.0
4BT+9TT+Stannyl+Phenyl,0.0
5BT+6TT+Methyl+Phenyl,0.007550768428307454
4BT+9TT+Stannyl+Br,0.0
5BT+6TT+Br+Methyl,0.0
5BT+5TT+Stannyl+Phenyl,0.0
6BT+2TT+Methyl+Phenyl,0.0
5BT+5TT+Stannyl+Br,-0.0
6BT+2TT+Br+Methyl,0.0
6BT+1TT+Stannyl+Phenyl,0.0
6BT+1TT+Stannyl+Br,0.0
4BT+11TT+2H,-0.0
5BT+7TT+2H,0.009406524352357002
6BT+3TT+2H,0.0
4BT+11TT+H+Methyl,0.0
4BT+10TT+2Phenyl,0.0
4BT+10TT+Br+Phenyl,-0.0
4BT+10TT+2Br,-0.0
4BT+10TT+Stannyl+H,0.0
5BT+7TT+H+Methyl,0.03160392049435613
5BT+6TT+2Phenyl,0.0
5BT+6TT+Br+Phenyl,0.0
5BT+6TT+2Br,0.0
5BT+6TT+Stannyl+H,0.0
6BT+3TT+H+Methyl,0.0
6BT+2TT+2Phenyl,0.0
6BT+2TT+Br+Phenyl,0.0
6BT+2TT+2Br,0.0
6BT+2TT+Stannyl+H,0.0
4BT+11TT+2Methyl,0.0
4BT+10TT+Stannyl+Methyl,0.0
5BT+7TT+2Methyl,0.024496148034029788
3BT+13TT+2Stannyl,0.0014354946239881878
5BT+6TT+Stannyl+Methyl,0.0
6BT+3TT+2Methyl,0.0008596531325914605
4BT+9TT+2Stannyl,0.001215567074954863
6BT+2TT+Stannyl+Methyl,-0.0
5BT+5TT+2Stannyl,0.0015410524798742417
6BT+1TT+2Stannyl,0.0
4BT+11TT+H+Phenyl,-0.0
4BT+11TT+Br+H,-0.0
5BT+7TT+H+Phenyl,0.003699267972209566
5BT+7TT+Br+H,-0.0
6BT+3TT+H+Phenyl,-0.0
6BT+3TT+Br+H,0.0
4BT+11TT+Methyl+Phenyl,0.0
4BT+11TT+Br+Methyl,0.0
4BT+10TT+Stannyl+Phenyl,0.0
5BT+7TT+Methyl+Phenyl,0.005804481804177939
4BT+10TT+Stannyl+Br,0.0
5BT+7TT+Br+Methyl,0.0
5BT+6TT+Stannyl+Phenyl,0.0
6BT+3TT+Methyl+Phenyl,-0.0
5BT+6TT+Stannyl+Br,-0.0
6BT+3TT+Br+Methyl,0.0
6BT+2TT+Stannyl+Phenyl,0.0
6BT+2TT+Stannyl+Br,0.0
4BT+12TT+2H,-0.0
5BT+8TT+2H,-0.0
6BT+4TT+2H,0.0
7BT+0TT+2H,0.0014743976628048712
4BT+12TT+H+Methyl,-0.0
4BT+11TT+2Phenyl,0.0
4BT+11TT+Br+Phenyl,0.0
4BT+11TT+2Br,0.0
4BT+11TT+Stannyl+H,0.0
5BT+8TT+H+Methyl,0.01618301768372868
5BT+7TT+2Phenyl,0.0
5BT+7TT+Br+Phenyl,0.0
5BT+7TT+2Br,0.0
5BT+7TT+Stannyl+H,-0.0
6BT+4TT+H+Methyl,0.0
6BT+3TT+2Phenyl,0.0
6BT+3TT+Br+Phenyl,-0.0
6BT+3TT+2Br,0.0
6BT+3TT+Stannyl+H,0.0
7BT+0TT+H+Methyl,0.0010703309102576154
4BT+12TT+2Methyl,-0.0
4BT+11TT+Stannyl+Methyl,0.0
5BT+8TT+2Methyl,0.014703002651157898
5BT+7TT+Stannyl+Methyl,0.0005292091907578145
6BT+4TT+2Methyl,0.004862957100922542
4BT+10TT+2Stannyl,0.000832719433525982
6BT+3TT+Stannyl+Methyl,0.0
7BT+0TT+2Methyl,0.0
5BT+6TT+2Stannyl,-0.0
6BT+2TT+2Stannyl,0.0009310268619679841
4BT+12TT+H+Phenyl,0.0
4BT+12TT+Br+H,-0.0
5BT+8TT+H+Phenyl,0.001566910295419291
5BT+8TT+Br+H,0.0
6BT+4TT+H+Phenyl,-0.0
6BT+4TT+Br+H,0.0002950348381342648
7BT+0TT+H+Phenyl,0.0
4BT+12TT+Methyl+Phenyl,0.0
7BT+0TT+Br+H,0.0
4BT+12TT+Br+Methyl,0.0
4BT+11TT+Stannyl+Phenyl,0.0
5BT+8TT+Methyl+Phenyl,0.003119269920283912
4BT+11TT+Stannyl+Br,0.0
5BT+8TT+Br+Methyl,0.0
5BT+7TT+Stannyl+Phenyl,0.0
6BT+4TT+Methyl+Phenyl,0.0008409523960614684
5BT+7TT+Stannyl+Br,0.0
6BT+4TT+Br+Methyl,0.0
6BT+3TT+Stannyl+Phenyl,0.0
7BT+0TT+Methyl+Phenyl,0.0
6BT+3TT+Stannyl+Br,0.0
7BT+0TT+Br+Methyl,0.0
4BT+13TT+2H,-0.0
5BT+9TT+2H,-0.0
6BT+5TT+2H,0.01055742357390311
7BT+1TT+2H,8.910359856512888e-05
4BT+13TT+H+Methyl,3.076379477803299e-05
4BT+12TT+2Phenyl,0.0
4BT+12TT+Br+Phenyl,0.0
4BT+12TT+2Br,0.0
4BT+12TT+Stannyl+H,0.0
5BT+9TT+H+Methyl,-0.0
5BT+8TT+2Phenyl,0.0
5BT+8TT+Br+Phenyl,0.0
5BT+8TT+2Br,0.0
5BT+8TT+Stannyl+H,0.0
6BT+5TT+H+Methyl,0.024100447995629205
6BT+4TT+2Phenyl,0.0
6BT+4TT+Br+Phenyl,0.0
6BT+4TT+2Br,0.0
6BT+4TT+Stannyl+H,0.0
7BT+1TT+H+Methyl,0.0
7BT+0TT+2Phenyl,0.0
4BT+13TT+2Methyl,0.0
7BT+0TT+Br+Phenyl,-0.0
7BT+0TT+2Br,0.0
7BT+0TT+Stannyl+H,0.0
4BT+12TT+Stannyl+Methyl,0.0
5BT+9TT+2Methyl,0.006844244997790249
5BT+8TT+Stannyl+Methyl,0.0
6BT+5TT+2Methyl,0.013080985968848574
4BT+11TT+2Stannyl,-0.0
6BT+4TT+Stannyl+Methyl,0.0
7BT+1TT+2Methyl,0.0
5BT+7TT+2Stannyl,-0.0
7BT+0TT+Stannyl+Methyl,0.0019989797829847037
6BT+3TT+2Stannyl,0.0020134642842422716
4BT+13TT+H+Phenyl,0.0
4BT+13TT+Br+H,-0.0
5BT+9TT+H+Phenyl,-0.0
5BT+9TT+Br+H,0.0
6BT+5TT+H+Phenyl,0.0028399794306904255
6BT+5TT+Br+H,0.0
7BT+1TT+H+Phenyl,0.0
4BT+13TT+Methyl+Phenyl,0.0
7BT+1TT+Br+H,0.0
4BT+13TT+Br+Methyl,0.0
4BT+12TT+Stannyl+Phenyl,0.0
5BT+9TT+Methyl+Phenyl,0.001241688082307257
4BT+12TT+Stannyl+Br,0.0
5BT+9TT+Br+Methyl,0.0
5BT+8TT+Stannyl+Phenyl,0.0
6BT+5TT+Methyl+Phenyl,0.002675054579600491
5BT+8TT+Stannyl+Br,0.0
6BT+5TT+Br+Methyl,0.0
6BT+4TT+Stannyl+Phenyl,0.0
7BT+1TT+Methyl+Phenyl,0.0
6BT+4TT+Stannyl+Br,0.0
7BT+1TT+Br+Methyl,0.0
7BT+0TT+Stannyl+Phenyl,0.0
7BT+0TT+Stannyl+Br,0.0
4BT+14TT+2H,-0.0
5BT+10TT+2H,0.0005339769837736345
6BT+6TT+2H,0.012929927962285528
7BT+2TT+2H,0.0
4BT+14TT+H+Methyl,0.0
4BT+13TT+2Phenyl,0.0
4BT+13TT+Br+Phenyl,0.0
4BT+13TT+2Br,0.0
4BT+13TT+Stannyl+H,0.0
5BT+10TT+H+Methyl,0.0
5BT+9TT+2Phenyl,0.0
5BT+9TT+Br+Phenyl,-0.0
5BT+9TT+2Br,0.0
5BT+9TT+Stannyl+H,0.0
6BT+6TT+H+Methyl,0.03013000112363569
6BT+5TT+2Phenyl,0.0
6BT+5TT+Br+Phenyl,0.0
6BT+5TT+2Br,0.0
6BT+5TT+Stannyl+H,0.0
7BT+2TT+H+Methyl,0.0
7BT+1TT+2Phenyl,0.0
4BT+14TT+2Methyl,0.0
7BT+1TT+Br+Phenyl,0.0
7BT+1TT+2Br,0.0
7BT+1TT+Stannyl+H,0.0
4BT+13TT+Stannyl+Methyl,0.0
5BT+10TT+2Methyl,0.00017763604175435977
5BT+9TT+Stannyl+Methyl,0.0
6BT+6TT+2Methyl,0.02004443496453153
4BT+12TT+2Stannyl,0.0009914815383262414
6BT+5TT+Stannyl+Methyl,0.0
7BT+2TT+2Methyl,0.0
5BT+8TT+2Stannyl,-0.0
7BT+1TT+Stannyl+Methyl,0.0008472920058185872
6BT+4TT+2Stannyl,0.0021980073474864893
7BT+0TT+2Stannyl,0.0
4BT+14TT+H+Phenyl,-0.0
4BT+14TT+Br+H,-0.0
5BT+10TT+H+Phenyl,0.0
5BT+10TT+Br+H,-0.0
6BT+6TT+H+Phenyl,0.0037451519815397214
6BT+6TT+Br+H,0.0
7BT+2TT+H+Phenyl,0.0
4BT+14TT+Methyl+Phenyl,0.0
7BT+2TT+Br+H,0.0
4BT+14TT+Br+Methyl,0.0
4BT+13TT+Stannyl+Phenyl,0.0
5BT+10TT+Methyl+Phenyl,0.0
4BT+13TT+Stannyl+Br,0.0
5BT+10TT+Br+Methyl,0.0
5BT+9TT+Stannyl+Phenyl,0.0
6BT+6TT+Methyl+Phenyl,0.004603737419174835
5BT+9TT+Stannyl+Br,0.0
6BT+6TT+Br+Methyl,0.0
6BT+5TT+Stannyl+Phenyl,0.0
7BT+2TT+Methyl+Phenyl,0.0
6BT+5TT+Stannyl+Br,-0.0
7BT+2TT+Br+Methyl,0.0
7BT+1TT+Stannyl+Phenyl,0.0
7BT+1TT+Stannyl+Br,0.0
5BT+11TT+2H,-0.0
6BT+7TT+2H,0.011685483876666392
7BT+3TT+2H,-0.0
4BT+14TT+2Phenyl,0.0
4BT+14TT+Br+Phenyl,0.0
4BT+14TT+2Br,0.0
4BT+14TT+Stannyl+H,0.0
5BT+11TT+H+Methyl,0.0
5BT+10TT+2Phenyl,0.0
5BT+10TT+Br+Phenyl,0.0
5BT+10TT+2Br,-0.0
5BT+10TT+Stannyl+H,0.0
6BT+7TT+H+Methyl,0.029377014814816027
6BT+6TT+2Phenyl,0.0
6BT+6TT+Br+Phenyl,0.0024922681870884118
6BT+6TT+2Br,0.0
6BT+6TT+Stannyl+H,0.0
7BT+3TT+H+Methyl,-0.0
7BT+2TT+2Phenyl,0.0
7BT+2TT+Br+Phenyl,0.0
7BT+2TT+2Br,0.0
7BT+2TT+Stannyl+H,0.0
4BT+14TT+Stannyl+Methyl,0.00029018912279508004
5BT+11TT+2Methyl,0.0
5BT+10TT+Stannyl+Methyl,0.0
6BT+7TT+2Methyl,0.021410636573981675
4BT+13TT+2Stannyl,0.0015873422419071853
6BT+6TT+Stannyl+Methyl,0.0
7BT+3TT+2Methyl,0.0
5BT+9TT+2Stannyl,-0.0
7BT+2TT+Stannyl+Methyl,-0.0
6BT+5TT+2Stannyl,0.002801320159490498
7BT+1TT+2Stannyl,0.0
5BT+11TT+H+Phenyl,-0.0
5BT+11TT+Br+H,-0.0
6BT+7TT+H+Phenyl,0.0033824603185854227
6BT+7TT+Br+H,0.0
7BT+3TT+H+Phenyl,0.0
7BT+3TT+Br+H,0.0
4BT+14TT+Stannyl+Phenyl,0.0
5BT+11TT+Methyl+Phenyl,0.0
4BT+14TT+Stannyl+Br,0.0
5BT+11TT+Br+Methyl,-0.0
5BT+10TT+Stannyl+Phenyl,0.0
6BT+7TT+Methyl+Phenyl,0.004759633035348498
5BT+10TT+Stannyl+Br,0.0
6BT+7TT+Br+Methyl,0.0
6BT+6TT+Stannyl+Phenyl,0.0
7BT+3TT+Methyl+Phenyl,0.0
6BT+6TT+Stannyl+Br,-0.0
7BT+3TT+Br+Methyl,0.0
7BT+2TT+Stannyl+Phenyl,0.0
7BT+2TT+Stannyl+Br,0.0
5BT+12TT+2H,-0.0
6BT+8TT+2H,0.0058365457162538395
7BT+4TT+2H,0.0
8BT+0TT+2H,0.0
5BT+12TT+H+Methyl,0.0
5BT+11TT+2Phenyl,0.0
5BT+11TT+Br+Phenyl,-0.0
5BT+11TT+2Br,-0.0
5BT+11TT+Stannyl+H,0.0
6BT+8TT+H+Methyl,0.022816828318663027
6BT+7TT+2Phenyl,0.0
6BT+7TT+Br+Phenyl,0.0
6BT+7TT+2Br,0.0
6BT+7TT+Stannyl+H,0.0
7BT+4TT+H+Methyl,0.0
7BT+3TT+2Phenyl,0.0
7BT+3TT+Br+Phenyl,0.0
7BT+3TT+2Br,0.0
7BT+3TT+Stannyl+H,0.0
8BT+0TT+H+Methyl,0.0
5BT+12TT+2Methyl,0.0
5BT+11TT+Stannyl+Methyl,0.0
6BT+8TT+2Methyl,0.016762626493792215
4BT+14TT+2Stannyl,0.0017023530091144275
6BT+7TT+Stannyl+Methyl,0.0
7BT+4TT+2Methyl,0.0006561918784777566
5BT+10TT+2Stannyl,0.0005092713819512428
7BT+3TT+Stannyl+Methyl,-0.0
8BT+0TT+2Methyl,0.0
6BT+6TT+2Stannyl,0.001076503511191307
7BT+2TT+2Stannyl,0.0
