4BT+5TT+Methyl+Phenyl,4BT+5TT+Br+Methyl,4BT+4TT+Stannyl+Phenyl,4BT+4TT+Stannyl+Br,4BT+6TT+2H,4BT+6TT+H+Methyl,4BT+5TT+2Phenyl,4BT+5TT+Br+Phenyl,4BT+5TT+2Br,4BT+5TT+Stannyl+H,4BT+6TT+2Methyl,4BT+5TT+Stannyl+Methyl,4BT+4TT+2Stannyl,4BT+6TT+H+Phenyl,4BT+6TT+Br+H,4BT+6TT+Methyl+Phenyl,4BT+6TT+Br+Methyl,4BT+5TT+Stannyl+Phenyl,4BT+5TT+Stannyl+Br,5BT+3TT+2H,4BT+6TT+2Phenyl,4BT+6TT+Br+Phenyl,4BT+6TT+2Br,4BT+6TT+Stannyl+H,5BT+3TT+H+Methyl,4BT+6TT+Stannyl+Methyl,5BT+3TT+2Methyl,4BT+5TT+2Stannyl,5BT+3TT+H+Phenyl,5BT+3TT+Br+H,4BT+6TT+Stannyl+Phenyl,5BT+3TT+Methyl+Phenyl,4BT+6TT+Stannyl+Br,5BT+3TT+Br+Methyl,5BT+4TT+2H,5BT+4TT+H+Methyl,5BT+3TT+2Phenyl,5BT+3TT+Br+Phenyl,5BT+3TT+2Br,5BT+3TT+Stannyl+H,5BT+4TT+2Methyl,5BT+3TT+Stannyl+Methyl,4BT+6TT+2Stannyl,5BT+4TT+H+Phenyl,5BT+4TT+Br+H,5BT+4TT+Methyl+Phenyl,5BT+4TT+Br+Methyl,5BT+3TT+Stannyl+Phenyl,5BT+3TT+Stannyl+Br,5BT+5TT+2H,5BT+5TT+H+Methyl,5BT+4TT+2Phenyl,5BT+4TT+Br+Phenyl,5BT+4TT+2Br,5BT+4TT+Stannyl+H,5BT+5TT+2Methyl,5BT+4TT+Stannyl+Methyl,5BT+3TT+2Stannyl,5BT+5TT+H+Phenyl,5BT+5TT+Br+H,5BT+5TT+Methyl+Phenyl,5BT+5TT+Br+Methyl,5BT+4TT+Stannyl+Phenyl,5BT+4TT+Stannyl+Br,5BT+6TT+2H,5BT+6TT+H+Methyl,5BT+5TT+2Phenyl,5BT+5TT+Br+Phenyl,5BT+5TT+2Br,5BT+5TT+Stannyl+H,5BT+6TT+2Methyl,5BT+5TT+Stannyl+Methyl,5BT+4TT+2Stannyl,5BT+6TT+H+Phenyl,5BT+6TT+Br+H,5BT+6TT+Methyl+Phenyl,5BT+6TT+Br+Methyl,5BT+5TT+Stannyl+Phenyl,5BT+5TT+Stannyl+Br,5BT+7TT+2H,5BT+7TT+H+Methyl,5BT+6TT+2Phenyl,5BT+6TT+Br+Phenyl,5BT+6TT+2Br,5BT+6TT+Stannyl+H,5BT+7TT+2Methyl,5BT+6TT+Stannyl+Methyl,5BT+5TT+2Stannyl,5BT+7TT+H+Phenyl,5BT+7TT+Br+H,5BT+7TT+Methyl+Phenyl,5BT+7TT+Br+Methyl,5BT+6TT+Stannyl+Phenyl,5BT+6TT+Stannyl+Br,6BT+4TT+2H,5BT+7TT+2Phenyl,5BT+7TT+Br+Phenyl,5BT+7TT+2Br,5BT+7TT+Stannyl+H,6BT+4TT+H+Methyl,5BT+7TT+Stannyl+Methyl,6BT+4TT+2Methyl,5BT+6TT+2Stannyl,6BT+4TT+H+Phenyl,6BT+4TT+Br+H,5BT+7TT+Stannyl+Phenyl,6BT+4TT+Methyl+Phenyl,5BT+7TT+Stannyl+Br,6BT+4TT+Br+Methyl,6BT+5TT+2H,6BT+5TT+H+Methyl,6BT+4TT+2Phenyl,6BT+4TT+Br+Phenyl,6BT+4TT+2Br,6BT+4TT+Stannyl+H,6BT+5TT+2Methyl,6BT+4TT+Stannyl+Methyl,5BT+7TT+2Stannyl,6BT+5TT+H+Phenyl,6BT+5TT+Br+H,6BT+5TT+Methyl+Phenyl,6BT+5TT+Br+Methyl,6BT+4TT+Stannyl+Phenyl,6BT+4TT+Stannyl+Br,6BT+6TT+2H,6BT+6TT+H+Methyl,6BT+5TT+2Phenyl,6BT+5TT+Br+Phenyl,6BT+5TT+2Br,6BT+5TT+Stannyl+H,6BT+6TT+2Methyl,6BT+5TT+Stannyl+Methyl,6BT+4TT+2Stannyl,6BT+6TT+H+Phenyl,6BT+6TT+Br+H,6BT+6TT+Methyl+Phenyl,6BT+6TT+Br+Methyl,6BT+5TT+Stannyl+Phenyl,6BT+5TT+Stannyl+Br,6BT+7TT+2H,6BT+7TT+H+Methyl,6BT+6TT+2Phenyl,6BT+6TT+Br+Phenyl,6BT+6TT+2Br,6BT+6TT+Stannyl+H,6BT+7TT+2Methyl,6BT+6TT+Stannyl+Methyl,6BT+5TT+2Stannyl,6BT+7TT+H+Phenyl,6BT+7TT+Br+H,6BT+7TT+Methyl+Phenyl,6BT+7TT+Br+Methyl,6BT+6TT+Stannyl+Phenyl,6BT+6TT+Stannyl+Br,6BT+8TT+2H,6BT+8TT+H+Methyl,6BT+7TT+2Phenyl,6BT+7TT+Br+Phenyl,6BT+7TT+2Br,6BT+7TT+Stannyl+H,6BT+8TT+2Methyl,6BT+7TT+Stannyl+Methyl,6BT+6TT+2Stannyl
3008.51949429466,3010.3987072333102,3020.50885477554,3022.3880677141897,3056.43233651378,3070.44798657832,3071.5384991944,3072.41435729785,3076.2915222365,3082.4373470592,3084.46363664286,3096.45299712374,3106.44176220462,3133.46699147806,3134.34284958151,3147.4826415426,3148.35849964605,3158.4686471882796,3160.34786012693,3199.96995839516,3209.4982916071403,3211.37750454579,3214.2513146492397,3220.39713947194,3213.9856084597,3234.41278953648,3228.0012585242403,3244.40155461736,3276.0012585242403,3277.88047146289,3297.4317944362206,3290.01690858878,3298.30765253967,3291.8961215274303,3337.9297508079,3351.9454008724406,3352.03255865332,3353.91177159197,3357.78893653062,3363.93476135332,3365.9610509369804,3377.95041141786,3383.3647018653,3413.9610509369804,3415.8402638756306,3427.9767010015203,3429.8559139401705,3439.9660614824,3441.84527442105,3475.8895432206405,3489.9051932851803,3489.99235106606,3491.8715640047103,3495.74872894336,3501.89455376606,3503.92084334972,3515.9102038306,3525.89896891148,3551.92084334972,3553.8000562883703,3565.9364934142604,3567.81570635291,3577.92585389514,3579.80506683379,3613.84933563338,3627.86498569792,3627.9521434788003,3629.83135641745,3633.7085213561004,3639.8543461788004,3641.8806357624603,3653.86999624334,3663.8587613242203,3689.8806357624603,3691.75984870111,3703.896285827,3705.77549876565,3715.8856463078805,3717.7648592465302,3753.80492390202,3767.8205739665605,3765.91193589154,3767.79114883019,3771.66831376884,3777.81413859154,3781.8362240311003,3791.8297886560804,3801.81855373696,3829.8362240311003,3831.71543696975,3843.85187409564,3845.7310870342903,3853.84543872062,3855.72465165927,3894.3433950923004,3905.8675241601804,3907.74673709883,3911.62390203748,3917.7697268601805,3908.3590451568402,3931.7853769247204,3922.37469522138,3939.7783461497,3970.37469522138,3972.2539081600303,3993.80102698926,3984.3903452859204,3995.6802399279104,3986.26955822457,4032.30318750504,4046.31883756958,4046.40599535046,4048.2852082891104,4052.1623732277603,4058.3081980504603,4060.3344876341203,4072.323848115,4079.73393441834,4108.33448763412,4110.21370057277,4122.350137698661,4124.22935063731,4134.33949817954,4136.21871111819,4172.25877577368,4186.27442583822,4184.3657877631995,4186.245000701851,4190.1221656405,4196.2679904632005,4200.29007590276,4210.28364052774,4220.27240560862,4248.29007590276,4250.16928884141,4262.3057259673,4264.18493890595,4272.29929059228,4274.17850353093,4310.21856818642,4324.23421825096,4324.32137603184,4326.20058897049,4330.0777539091405,4336.2235787318405,4338.2498683155,4350.23922879638,4358.232198021361,4386.2498683155,4388.12908125415,4400.26551838004,4402.14473131869,4412.25487886092,4414.13409179957,4448.17836059916,4462.1940106637,4462.2811684445805,4464.16038138323,4468.037546321881,4474.18337114458,4476.20966072824,4488.1990212091205,4498.18778629
