5BT+3TT+2H,4BT+7TT+H+Methyl,4BT+6TT+2Phenyl,4BT+6TT+Br+Phenyl,4BT+6TT+2Br,4BT+6TT+Stannyl+H,5BT+3TT+H+Methyl,5BT+2TT+2Phenyl,5BT+2TT+Br+Phenyl,5BT+2TT+2Br,5BT+2TT+Stannyl+H,4BT+7TT+2Methyl,4BT+6TT+Stannyl+Methyl,5BT+3TT+2Methyl,5BT+2TT+Stannyl+Methyl,4BT+5TT+2Stannyl,5BT+1TT+2Stannyl,4BT+7TT+H+Phenyl,4BT+7TT+Br+H,5BT+3TT+H+Phenyl,5BT+3TT+Br+H,4BT+7TT+Methyl+Phenyl,4BT+7TT+Br+Methyl,4BT+6TT+Stannyl+Phenyl,5BT+3TT+Methyl+Phenyl,4BT+6TT+Stannyl+Br,5BT+3TT+Br+Methyl,5BT+2TT+Stannyl+Phenyl,5BT+2TT+Stannyl+Br,4BT+8TT+2H,5BT+4TT+2H,4BT+8TT+H+Methyl,4BT+7TT+2Phenyl,4BT+7TT+Br+Phenyl,4BT+7TT+2Br,4BT+7TT+Stannyl+H,5BT+4TT+H+Methyl,5BT+3TT+2Phenyl,5BT+3TT+Br+Phenyl,5BT+3TT+2Br,5BT+3TT+Stannyl+H,4BT+8TT+2Methyl,4BT+7TT+Stannyl+Methyl,5BT+4TT+2Methyl,5BT+3TT+Stannyl+Methyl,4BT+6TT+2Stannyl,5BT+2TT+2Stannyl,4BT+8TT+H+Phenyl,4BT+8TT+Br+H,5BT+4TT+H+Phenyl,5BT+4TT+Br+H,4BT+8TT+Methyl+Phenyl,4BT+8TT+Br+Methyl,4BT+7TT+Stannyl+Phenyl,5BT+4TT+Methyl+Phenyl,4BT+7TT+Stannyl+Br,5BT+4TT+Br+Methyl,5BT+3TT+Stannyl+Phenyl,5BT+3TT+Stannyl+Br,4BT+9TT+2H,5BT+5TT+2H,6BT+1TT+2H,4BT+9TT+H+Methyl,4BT+8TT+2Phenyl,4BT+8TT+Br+Phenyl,4BT+8TT+2Br,4BT+8TT+Stannyl+H,5BT+5TT+H+Methyl,5BT+4TT+2Phenyl,5BT+4TT+Br+Phenyl,5BT+4TT+2Br,5BT+4TT+Stannyl+H,6BT+1TT+H+Methyl,4BT+9TT+2Methyl,5BT+5TT+2Methyl,6BT+1TT+2Methyl
3199.96995839516,3209.41113382626,3209.4982916071403,3211.37750454579,3214.25131464924,3220.39713947194,3213.9856084597,3214.07276624058,3215.9519791792304,3219.8291441178803,3225.9749689405803,3223.4267838908,3234.41278953648,3228.0012585242403,3239.99061900512,3244.40155461736,3249.979384086,3271.4267838908,3273.30599682945,3276.0012585242403,3277.88047146289,3285.44243395534,3287.32164689399,3297.431794436221,3290.01690858878,3298.30765253967,3291.8961215274303,3302.00626906966,3303.88548200831,3335.35107203036,3337.9297508079,3349.3667220949,3347.45808401988,3349.3372969585303,3353.21446189718,3359.36028671988,3351.9454008724406,3352.03255865332,3353.91177159197,3357.78893653062,3363.93476135332,3363.3823721594404,3373.3759367844204,3365.9610509369804,3377.95041141786,3383.3647018653,3387.93917649874,3411.3823721594404,3413.26158509809,3413.9610509369804,3415.8402638756306,3425.39802222398,3427.2772351626304,3435.3915868489603,3427.9767010015203,3437.2707997876105,3429.8559139401705,3439.9660614824,3441.84527442105,3473.3108644431,3475.8895432206405,3480.4640178540803,3487.32651450764,3487.4136722885205,3489.2928852271702,3493.17005016582,3499.3158749885206,3489.9051932851803,3489.99235106606,3491.8715640047103,3495.74872894336,3501.89455376606,3494.47966791862,3501.34216457218,3503.92084334972,3508.49531798316
